Identifiant_de_l_etablissement,Etablissement,Libellé académie,Libellé département,Libellé commune,Secteur,Candidats au DNB Série générale,Note Brute Série générale Note ecrit
0160076W,COLLEGE PRIVE ANNE-MARIE MARTEL,POITIERS,CHARENTE,LA ROCHEFOUCAULD EN ANGOUMOIS,PR,31,"13,1"
0160077X,COLLEGE PRIVE DU SACRE COEUR,POITIERS,CHARENTE,RUFFEC,PR,42,"11,5"
0160094R,COLLEGE NORBERT CASTERET,POITIERS,CHARENTE,RUELLE SUR TOUVRE,PU,127,"11,7"
0160100X,COLLEGE ROMAIN ROLLAND,POITIERS,CHARENTE,SOYAUX,PU,49,"10,0"
0160106D,COLLEGE RENE CASSIN,POITIERS,CHARENTE,GOND PONTOUVRE,PU,94,"11,1"
0160113L,COLLEGE MICHELLE PALLET,POITIERS,CHARENTE,ANGOULEME,PU,49,"6,1"
0160115N,COLLEGE ALBERT MICHENEAU,POITIERS,CHARENTE,VILLEFAGNAN,PU,30,"10,6"
0160116P,COLLEGE ELISEE MOUSNIER,POITIERS,CHARENTE,COGNAC,PU,92,"11,7"
0160117R,COLLEGE FELIX GAILLARD,POITIERS,CHARENTE,COGNAC,PU,79,"11,6"
0160120U,COLLEGE JEAN DE LA QUINTINIE,POITIERS,CHARENTE,CHABANAIS,PU,50,"10,4"
0160793A,COLLEGE JEAN MICHAUD,POITIERS,CHARENTE,TERRES DE HAUTE CHARENTE,PU,35,"10,3"
0160863B,COLLEGE MAURICE GENEVOIX,POITIERS,CHARENTE,CHATEAUNEUF SUR CHARENTE,PU,104,"11,9"
0160864C,COLLEGE CLAUDE BOUCHER,POITIERS,CHARENTE,COGNAC,PU,81,"9,0"
0160866E,COLLEGE JEAN MOULIN,POITIERS,CHARENTE,BARBEZIEUX ST HILAIRE,PU,80,"10,1"
0160867F,COLLEGE JEAN ROSTAND,POITIERS,CHARENTE,LA ROCHEFOUCAULD EN ANGOUMOIS,PU,93,"10,5"
0160882X,COLLEGE LOUIS PASTEUR,POITIERS,CHARENTE,CHASSENEUIL SUR BONNIEURE,PU,62,"11,4"
0160884Z,COLLEGE MARGUERITE DE VALOIS,POITIERS,CHARENTE,ANGOULEME,PU,69,"10,1"
0160894K,COLLEGE PIERRE MENDES-FRANCE,POITIERS,CHARENTE,SOYAUX,PU,107,"11,8"
0160895L,COLLEGE ANDRE MALRAUX,POITIERS,CHARENTE,BAIGNES STE RADEGONDE,PU,37,"12,1"
0160944P,COLLEGE NOEL-NOEL,POITIERS,CHARENTE,CONFOLENS,PU,66,"10,2"
0160969S,COLLEGE PUYGRELIER,POITIERS,CHARENTE,SAINT MICHEL,PU,92,"10,4"
0161048C,COLLEGE PRIVE SAINT PAUL,POITIERS,CHARENTE,ANGOULEME,PR,180,"12,6"
0161049D,COLLEGE PRIVE CATHOLIQUE SAINTE MARIE,POITIERS,CHARENTE,BARBEZIEUX ST HILAIRE,PR,39,"11,6"
0161050E,COLLEGE PRIVE SAINT JOSEPH,POITIERS,CHARENTE,COGNAC,PR,106,"12,8"
0161075G,COLLEGE PIERRE BODET,POITIERS,CHARENTE,ANGOULEME,PU,92,"10,3"
0161106R,COLLEGE ANATOLE FRANCE,POITIERS,CHARENTE,ANGOULEME,PU,68,"12,1"
0170002K,COLLEGE ARLETTE GUIRADO,POITIERS,CHARENTE-MARITIME,ARCHIAC,PU,55,"11,8"
0170004M,COLLEGE BEAUREGARD,POITIERS,CHARENTE-MARITIME,BURIE,PU,65,"11,0"
0170005N,COLLEGE ALIENOR D AQUITAINE,POITIERS,CHARENTE-MARITIME,LE CHATEAU D OLERON,PU,61,"11,0"
0170007R,COLLEGE JEAN MONNET,POITIERS,CHARENTE-MARITIME,COURCON,PU,153,"10,6"
0170008S,COLLEGE LES VIEILLES VIGNES,POITIERS,CHARENTE-MARITIME,COZES,PU,77,"10,6"
0170009T,COLLEGE JULES FERRY,POITIERS,CHARENTE-MARITIME,GEMOZAC,PU,97,"9,3"
0170010U,COLLEGE FRANCOISE DOLTO,POITIERS,CHARENTE-MARITIME,LA JARRIE,PU,139,"12,2"
0170011V,COLLEGE LEOPOLD DUSSAIGNE,POITIERS,CHARENTE-MARITIME,JONZAC,PU,112,"10,2"
0170012W,COLLEGE DE LA TREZENCE,POITIERS,CHARENTE-MARITIME,LOULAY,PU,37,"10,3"
0170016A,COLLEGE DIDIER DAURAT,POITIERS,CHARENTE-MARITIME,MIRAMBEAU,PU,58,"10,5"
0170035W,COLLEGE BEAUREGARD,POITIERS,CHARENTE-MARITIME,LA ROCHELLE,PU,174,"11,2"
0170047J,COLLEGE JEAN MONNET,POITIERS,CHARENTE-MARITIME,SAINT AGNANT,PU,151,"11,4"
0170048K,COLLEGE BERNARD ROUSSILLON,POITIERS,CHARENTE-MARITIME,SAINT AIGULIN,PU,49,"9,9"
0170049L,COLLEGE MAURICE CHASTANG,POITIERS,CHARENTE-MARITIME,SAINT GENIS DE SAINTONGE,PU,64,"13,2"
0170050M,COLLEGE RAYMOND BOUYER,POITIERS,CHARENTE-MARITIME,SAINT HILAIRE DE VILLEFRANCHE,PU,70,"11,2"
0170055T,COLLEGE FONTBRUANT,POITIERS,CHARENTE-MARITIME,SAINT PORCHAIRE,PU,113,"11,1"
0170056U,COLLEGE ROBERT-CELLERIER,POITIERS,CHARENTE-MARITIME,SAINT SAVINIEN,PU,85,"11,3"
0170059X,COLLEGE AGRIPPA D AUBIGNE,POITIERS,CHARENTE-MARITIME,SAINTES,PU,165,"10,6"
0170063B,COLLEGE EDGAR QUINET,POITIERS,CHARENTE-MARITIME,SAINTES,PU,163,"11,4"
0170071K,COLLEGE HELENE DE FONSEQUE,POITIERS,CHARENTE-MARITIME,SURGERES,PU,177,"10,6"
0170072L,COLLEGE JOLIOT-CURIE,POITIERS,CHARENTE-MARITIME,TONNAY CHARENTE,PU,142,"11,2"
0170076R,COLLEGE LA FONTAINE,POITIERS,CHARENTE-MARITIME,MONTLIEU LA GARDE,PU,61,"9,5"
0170077S,COLLEGE PIERRE MENDES FRANCE,POITIERS,CHARENTE-MARITIME,LA ROCHELLE,PU,119,"7,9"
0170081W,COLLEGE LA FAYETTE,POITIERS,CHARENTE-MARITIME,ROCHEFORT,PU,79,"10,1"
0170082X,COLLEGE MARCEL PAGNOL,POITIERS,CHARENTE-MARITIME,TONNAY BOUTONNE,PU,56,"11,0"
0170088D,COLLEGE MISSY,POITIERS,CHARENTE-MARITIME,LA ROCHELLE,PU,139,"11,9"
0170099R,COLLEGE PRIVE FENELON NOTRE-DAME,POITIERS,CHARENTE-MARITIME,LA ROCHELLE,PR,216,"13,1"
0170102U,COLLEGE PRIVE JEANNE D'ARC,POITIERS,CHARENTE-MARITIME,SAINTES,PR,58,"12,8"
0170111D,COLLEGE PRIVE NOTRE DAME DE NAZARETH,POITIERS,CHARENTE-MARITIME,COZES,PR,31,"9,9"
0170112E,COLLEGE PRIVE MARIE EUSTELLE,POITIERS,CHARENTE-MARITIME,MARANS,PR,42,"12,3"
0170113F,COLLEGE PRIVE SAINTE MARIE DE LA PROVIDENCE,POITIERS,CHARENTE-MARITIME,ROCHEFORT,PR,59,"12,8"
0170118L,COLLEGE PRIVE SAINTE SOPHIE,POITIERS,CHARENTE-MARITIME,SAINT JEAN D ANGELY,PR,44,"10,2"
0170120N,COLLEGE PRIVE JEANNE D'ARC,POITIERS,CHARENTE-MARITIME,SURGERES,PR,53,"12,4"
0170142M,COLLEGE ALBERT CAMUS,POITIERS,CHARENTE-MARITIME,LA ROCHELLE,PU,66,"11,0"
0170144P,COLLEGE RENE CAILLIE,POITIERS,CHARENTE-MARITIME,SAINTES,PU,194,"11,9"
0170384A,COLLEGE PRIVE SAINTE MARIE ST JEAN BAPTISTE,POITIERS,CHARENTE-MARITIME,ROYAN,PR,64,"12,4"
0170386C,COLLEGE JEAN HAY,POITIERS,CHARENTE-MARITIME,MARENNES HIERS BROUAGE,PU,89,"10,7"
0170387D,COLLEGE ANDRE ALBERT,POITIERS,CHARENTE-MARITIME,SAUJON,PU,129,"10,7"
0170388E,COLLEGE FERNAND GARANDEAU,POITIERS,CHARENTE-MARITIME,LA TREMBLADE,PU,106,"10,2"
0170389F,COLLEGE EMILE COMBES,POITIERS,CHARENTE-MARITIME,PONS,PU,116,"10,2"
0170390G,COLLEGE SAMUEL DUMENIEU,POITIERS,CHARENTE-MARITIME,MONTENDRE,PU,74,"9,6"
0170970M,COLLEGE JEAN GUITON,POITIERS,CHARENTE-MARITIME,LAGORD,PU,226,"11,8"
0171022U,COLLEGE MAURICE CALMEL,POITIERS,CHARENTE-MARITIME,MARANS,PU,116,"11,2"
0171034G,COLLEGE LES SALIERES,POITIERS,CHARENTE-MARITIME,SAINT MARTIN DE RE,PU,141,"11,7"
0171056F,COLLEGE EDOUARD GRIMAUX,POITIERS,CHARENTE-MARITIME,ROCHEFORT,PU,142,"10,3"
0171057G,COLLEGE PIERRE LOTI,POITIERS,CHARENTE-MARITIME,ROCHEFORT,PU,123,"10,4"
0171117X,COLLEGE FABRE D EGLANTINE,POITIERS,CHARENTE-MARITIME,LA ROCHELLE,PU,125,"11,5"
0171118Y,COLLEGE GEORGES TEXIER,POITIERS,CHARENTE-MARITIME,SAINT JEAN D ANGELY,PU,108,"11,5"
0171120A,COLLEGE HENRI DUNANT,POITIERS,CHARENTE-MARITIME,ROYAN,PU,122,"10,7"
0171122C,COLLEGE EMILE ZOLA,POITIERS,CHARENTE-MARITIME,ROYAN,PU,172,"12,0"
0171129K,COLLEGE ANDRE DULIN,POITIERS,CHARENTE-MARITIME,AIGREFEUILLE D AUNIS,PU,178,"11,0"
0171159T,COLLEGE MARC JEANJEAN,POITIERS,CHARENTE-MARITIME,MATHA,PU,76,"9,7"
0171160U,COLLEGE DE LA TOUR,POITIERS,CHARENTE-MARITIME,MONTGUYON,PU,46,"11,2"
0171184V,COLLEGE EUGENE FROMENTIN,POITIERS,CHARENTE-MARITIME,LA ROCHELLE,PU,201,"12,6"
0171210Y,COLLEGE MARC CHAGALL,POITIERS,CHARENTE-MARITIME,DOMPIERRE SUR MER,PU,179,"11,3"
0171211Z,COLLEGE ANDRE MALRAUX,POITIERS,CHARENTE-MARITIME,CHATELAILLON PLAGE,PU,163,"11,3"
0171213B,COLLEGE DE L'OUCHE DES CARMES,POITIERS,CHARENTE-MARITIME,AULNAY,PU,45,"10,8"
0171215D,COLLEGE PERTUIS D ANTIOCHE,POITIERS,CHARENTE-MARITIME,SAINT PIERRE D OLERON,PU,96,"10,4"
0171339N,COLLEGE DE L'ATLANTIQUE,POITIERS,CHARENTE-MARITIME,AYTRE,PU,93,"11,0"
0171340P,COLLEGE PRIVE LA SALLE SAINT LOUIS,POITIERS,CHARENTE-MARITIME,PONT L ABBE D ARNOULT,PR,141,"13,0"
0180002E,COLLEGE GERARD PHILIPE,ORLEANS-TOURS,CHER,AUBIGNY SUR NERE,PU,132,"10,2"
0180004G,COLLEGE GEORGE SAND,ORLEANS-TOURS,CHER,AVORD,PU,74,"11,9"
0180013S,COLLEGE AXEL KAHN,ORLEANS-TOURS,CHER,CHATEAUMEILLANT,PU,44,"10,5"
0180019Y,COLLEGE BETHUNE-SULLY,ORLEANS-TOURS,CHER,HENRICHEMONT,PU,83,"10,1"
0180020Z,COLLEGE PHILIBERT LAUTISSIER,ORLEANS-TOURS,CHER,LIGNIERES,PU,36,"11,3"
0180023C,COLLEGE JULIEN DUMAS,ORLEANS-TOURS,CHER,NERONDES,PU,45,"11,5"
0180028H,COLLEGE VOLTAIRE,ORLEANS-TOURS,CHER,SAINT FLORENT SUR CHER,PU,146,"11,1"
0180031L,COLLEGE FRANCINE LECA,ORLEANS-TOURS,CHER,SANCERRE,PU,66,"11,0"
0180033N,COLLEGE MARGUERITE AUDOUX,ORLEANS-TOURS,CHER,SANCOINS,PU,40,"10,6"
0180037T,COLLEGE EDOUARD VAILLANT,ORLEANS-TOURS,CHER,VIERZON,PU,101,"8,5"
0180567U,COLLEGE PRIVE SAINTE MARIE,ORLEANS-TOURS,CHER,NERONDES,PR,21,"11,0"
0180568V,COLLEGE PRIVE ST JEAN BAPTISTE DE LA SALLE,ORLEANS-TOURS,CHER,BOURGES,PR,23,"8,9"
0180570X,COLLEGE PRIVE NOTRE DAME,ORLEANS-TOURS,CHER,VIERZON,PR,40,"12,6"
0180586P,COLLEGE IRENE JOLIOT-CURIE,ORLEANS-TOURS,CHER,MEHUN SUR YEVRE,PU,112,"10,0"
0180591V,COLLEGE SAINT-EXUPERY,ORLEANS-TOURS,CHER,BOURGES,PU,156,"11,1"
0180592W,COLLEGE ALBERT CAMUS,ORLEANS-TOURS,CHER,VIERZON,PU,129,"10,6"
0180593X,COLLEGE VICTOR HUGO,ORLEANS-TOURS,CHER,BOURGES,PU,132,"9,5"
0180643B,COLLEGE LOUIS ARMAND,ORLEANS-TOURS,CHER,SAINT DOULCHARD,PU,145,"11,8"
0180644C,COLLEGE FERNAND LEGER,ORLEANS-TOURS,CHER,VIERZON,PU,107,"10,6"
0180646E,COLLEGE JEAN VALETTE,ORLEANS-TOURS,CHER,SAINT AMAND MONTROND,PU,79,"10,6"
0180673J,COLLEGE JULES VERNE,ORLEANS-TOURS,CHER,BOURGES,PU,133,"10,6"
0180710Z,COLLEGE CLAUDE DEBUSSY,ORLEANS-TOURS,CHER,LA GUERCHE SUR L AUBOIS,PU,64,"11,3"
0180721L,COLLEGE EMILE LITTRE,ORLEANS-TOURS,CHER,BOURGES,PU,129,"11,7"
0180732Y,COLLEGE JEAN ROSTAND,ORLEANS-TOURS,CHER,SAINT GERMAIN DU PUY,PU,99,"10,9"
0180736C,COLLEGE LE COLOMBIER,ORLEANS-TOURS,CHER,DUN SUR AURON,PU,83,"9,6"
0180745M,COLLEGE ROGER MARTIN DU GARD,ORLEANS-TOURS,CHER,SANCERGUES,PU,63,"10,0"
0180766K,COLLEGE LE GRAND MEAULNES,ORLEANS-TOURS,CHER,BOURGES,PU,64,"7,9"
0180769N,COLLEGE JEAN MOULIN,ORLEANS-TOURS,CHER,SAINT AMAND MONTROND,PU,102,"9,6"
0180777X,COLLEGE JEAN RENOIR,ORLEANS-TOURS,CHER,BOURGES,PU,130,"11,7"
0180796T,COLLEGE PRIVE STE MARIE ST DOMINIQUE,ORLEANS-TOURS,CHER,BOURGES,PR,227,"12,0"
0190001Y,COLLEGE MATHILDE MARTHE FAUCHER,LIMOGES,CORREZE,ALLASSAC,PU,125,"11,1"
0190002Z,COLLEGE COLLEGE SIMONE VEIL,LIMOGES,CORREZE,ARGENTAT SUR DORDOGNE,PU,55,"11,7"
0190004B,COLLEGE JACQUELINE SOULANGE,LIMOGES,CORREZE,BEAULIEU SUR DORDOGNE,PU,38,"12,2"
0190006D,COLLEGE AMEDEE BISCH,LIMOGES,CORREZE,BEYNAT,PU,42,"10,5"
0190009G,COLLEGE MARMONTEL,LIMOGES,CORREZE,BORT LES ORGUES,PU,36,"9,5"
0190014M,COLLEGE JEAN LURCAT,LIMOGES,CORREZE,BRIVE LA GAILLARDE,PU,143,"10,8"
0190016P,COLLEGE BERNADETTE CHIRAC,LIMOGES,CORREZE,CORREZE,PU,30,"8,3"
0190019T,COLLEGE ALBERT THOMAS,LIMOGES,CORREZE,EGLETONS,PU,71,"10,2"
0190023X,COLLEGE RENE PERROT,LIMOGES,CORREZE,MERLINES,PU,22,"11,1"
0190025Z,COLLEGE JACQUES CHIRAC,LIMOGES,CORREZE,MEYMAC,PU,46,"11,1"
0190026A,COLLEGE LEON DAUTREMENT,LIMOGES,CORREZE,MEYSSAC,PU,43,"11,9"
0190030E,COLLEGE ARMANDE BAUDRY ARMANDE BAUDRY,LIMOGES,CORREZE,SEILHAC,PU,87,"12,3"
0190059L,OGEC EDMOND MICHELET COLLEGE NOTRE DAME JEANNE D'ARC,LIMOGES,CORREZE,BRIVE LA GAILLARDE,PR,117,"13,2"
0190065T,COLLEGE PRIVE LA SALLE,LIMOGES,CORREZE,BRIVE LA GAILLARDE,PR,38,"10,3"
0190568P,COLLEGE GAUCELM FAIDIT,LIMOGES,CORREZE,UZERCHE,PU,70,"11,4"
0190613N,COLLEGE VICTOR HUGO,LIMOGES,CORREZE,TULLE,PU,120,"10,9"
0190614P,COLLEGE GEORGES CLEMENCEAU,LIMOGES,CORREZE,TULLE,PU,136,"11,0"
0190615R,COLLEGE VOLTAIRE,LIMOGES,CORREZE,USSEL,PU,109,"11,5"
0190632J,COLLEGE LAKANAL,LIMOGES,CORREZE,TREIGNAC,PU,42,"9,0"
0190635M,COLLEGE JEAN MOULIN,LIMOGES,CORREZE,BRIVE LA GAILLARDE,PU,74,"8,2"
0190671B,COLLEGE MAURICE ROLLINAT,LIMOGES,CORREZE,BRIVE LA GAILLARDE,PU,85,"10,1"
0190695C,COLLEGE ANDRE FARGEAS,LIMOGES,CORREZE,LUBERSAC,PU,66,"11,9"
0190717B,COLLEGE EUGENE FREYSSINET,LIMOGES,CORREZE,OBJAT,PU,126,"10,9"
0190720E,COLLEGE ANNA DE NOAILLES,LIMOGES,CORREZE,LARCHE,PU,150,"10,7"
0190723H,COLLEGE GEORGES CABANIS,LIMOGES,CORREZE,BRIVE LA GAILLARDE,PU,132,"11,0"
0190740B,COLLEGE D ARSONVAL,LIMOGES,CORREZE,BRIVE LA GAILLARDE,PU,116,"10,9"
0190779U,COLLEGE PRIVE JEANNE D ARC,LIMOGES,CORREZE,ARGENTAT SUR DORDOGNE,PR,34,"11,1"
0190780V,OGEC EDMOND MICHELET BOSSUET,LIMOGES,CORREZE,BRIVE LA GAILLARDE,PR,124,"12,2"
0190821P,COLLEGE LA TRIOUZOUNE-RAYMOND CHAUMEIL,LIMOGES,CORREZE,NEUVIC,PU,27,"10,1"
0210001M,COLLEGE CLAUDE GUYOT,DIJON,COTE D'OR,ARNAY LE DUC,PU,44,"11,6"
0210014B,COLLEGE FONTAINE DES DUCS,DIJON,COTE D'OR,CHATILLON SUR SEINE,PU,80,"10,0"
0210024M,COLLEGE CHAMPOLLION,DIJON,COTE D'OR,DIJON,PU,115,"10,0"
0210025N,COLLEGE HENRI DUNANT,DIJON,COTE D'OR,DIJON,PU,84,"9,5"
0210027R,COLLEGE HENRY BERGER,DIJON,COTE D'OR,FONTAINE FRANCAISE,PU,39,"10,4"
0210029T,COLLEGE PAUL FORT,DIJON,COTE D'OR,IS SUR TILLE,PU,158,"11,7"
0210033X,COLLEGE ARTHUR RIMBAUD,DIJON,COTE D'OR,MIREBEAU SUR BEZE,PU,99,"11,6"
0210034Y,COLLEGE LOUIS PASTEUR,DIJON,COTE D'OR,MONTBARD,PU,68,"10,4"
0210037B,COLLEGE LAZARE CARNOT,DIJON,COTE D'OR,NOLAY,PU,42,"11,3"
0210038C,COLLEGE FELIX TISSERAND,DIJON,COTE D'OR,NUITS ST GEORGES,PU,146,"11,4"
0210040E,COLLEGE ISLE DE SAONE,DIJON,COTE D'OR,PONTAILLER SUR SAONE,PU,77,"9,3"
0210041F,COLLEGE ANDRE LALLEMAND,DIJON,COTE D'OR,POUILLY EN AUXOIS,PU,61,"10,3"
0210046L,COLLEGE FRANCOIS POMPON,DIJON,COTE D'OR,SAULIEU,PU,27,"10,2"
0210050R,COLLEGE DINET,DIJON,COTE D'OR,SEURRE,PU,63,"9,9"
0210051S,COLLEGE JACQUES MERCUSOT,DIJON,COTE D'OR,SOMBERNON,PU,89,"11,8"
0210053U,COLLEGE DOCTEUR KUHN,DIJON,COTE D'OR,VITTEAUX,PU,24,"12,2"
0210057Y,COLLEGE ROLAND DORGELES,DIJON,COTE D'OR,LONGVIC,PU,145,"10,7"
0211034K,COLLEGE MARCELLE PARDE,DIJON,COTE D'OR,DIJON,PU,155,"11,6"
0211070Z,COLLEGE PRIVE SAINT JOSEPH - LA SALLE,DIJON,COTE D'OR,DIJON,PR,220,"13,1"
0211071A,COLLEGE PRIVE SAINT BENIGNE - LA MAITRISE,DIJON,COTE D'OR,DIJON,PR,94,"12,8"
0211079J,COLLEGE PRIVE SAINT BERNARD,DIJON,COTE D'OR,CHATILLON SUR SEINE,PR,38,"11,4"
0211081L,COLLEGE PRIVE SAINT MICHEL,DIJON,COTE D'OR,DIJON,PR,153,"13,1"
0211088U,COLLEGE SAINT JOSEPH,DIJON,COTE D'OR,SEMUR EN AUXOIS,PR,51,"13,0"
0211096C,COLLEGE EDOUARD HERRIOT,DIJON,COTE D'OR,CHENOVE,PU,65,"8,6"
0211136W,COLLEGE GASTON ROUPNEL,DIJON,COTE D'OR,DIJON,PU,87,"10,9"
0211137X,COLLEGE CAMILLE CLAUDEL,DIJON,COTE D'OR,CHEVIGNY ST SAUVEUR,PU,198,"10,9"
0211140A,COLLEGE LA CHAMPAGNE,DIJON,COTE D'OR,BROCHON,PU,136,"12,3"
0211150L,COLLEGE LES LENTILLERES,DIJON,COTE D'OR,DIJON,PU,109,"9,8"
0211151M,COLLEGE PRIVE SAINT FRANCOIS DE SALES,DIJON,COTE D'OR,DIJON,PR,225,"13,6"
0211162Z,COLLEGE GASTON BACHELARD,DIJON,COTE D'OR,DIJON,PU,50,"10,3"
0211164B,COLLEGE ALBERT CAMUS,DIJON,COTE D'OR,GENLIS,PU,128,"11,1"
0211184Y,COLLEGE ALESIA,DIJON,COTE D'OR,VENAREY LES LAUMES,PU,60,"10,9"
0211225T,COLLEGE LE CHAPITRE,DIJON,COTE D'OR,CHENOVE,PU,32,"9,6"
0211227V,COLLEGE LE PARC,DIJON,COTE D'OR,DIJON,PU,78,"9,5"
0211229X,COLLEGE MONGE,DIJON,COTE D'OR,BEAUNE,PU,154,"9,9"
0211230Y,COLLEGE JULES FERRY,DIJON,COTE D'OR,BEAUNE,PU,119,"10,7"
0211357L,COLLEGE JEAN PHILIPPE RAMEAU,DIJON,COTE D'OR,DIJON,PU,121,"10,3"
0211358M,COLLEGE LES HAUTES PAILLES,DIJON,COTE D'OR,ECHENON,PU,87,"10,3"
0211389W,COLLEGE CLOS DE POUILLY,DIJON,COTE D'OR,DIJON,PU,191,"12,2"
0211391Y,COLLEGE MARCEL AYME,DIJON,COTE D'OR,MARSANNAY LA COTE,PU,91,"11,5"
0211452P,COLLEGE LA CROIX DES SARRASINS,DIJON,COTE D'OR,AUXONNE,PU,127,"10,6"
0211477S,COLLEGE JEAN ROSTAND,DIJON,COTE D'OR,QUETIGNY,PU,138,"12,2"
0211523S,COLLEGE BORIS VIAN,DIJON,COTE D'OR,TALANT,PU,63,"9,7"
0211524T,COLLEGE FRANCOIS DE LA GRANGE,DIJON,COTE D'OR,LIERNAIS,PU,20,"11,2"
0211525U,COLLEGE CARNOT,DIJON,COTE D'OR,DIJON,PU,136,"10,9"
0211526V,COLLEGE MONTCHAPET,DIJON,COTE D'OR,DIJON,PU,102,"11,6"
0211527W,COLLEGE CHRISTIANE PERCERET,DIJON,COTE D'OR,SEMUR EN AUXOIS,PU,83,"11,1"
0211557D,COLLEGE CHAMP-LUMIERE,DIJON,COTE D'OR,SELONGEY,PU,57,"11,3"
0211626D,COLLEGE PRIVE DU SAINT COEUR,DIJON,COTE D'OR,BEAUNE,PR,139,"12,7"
0211756V,COLLEGE GEORGES BRASSENS,DIJON,COTE D'OR,BRAZEY EN PLAINE,PU,80,"11,5"
0212119P,COLLEGE ANDRE MALRAUX,DIJON,COTE D'OR,DIJON,PU,164,"11,9"
0220003J,COLLEGE JULES FERRY,RENNES,COTES D'ARMOR,BOURBRIAC,PU,33,"10,4"
0220006M,COLLEGE LUCIE ET RAYMOND AUBRAC,RENNES,COTES D'ARMOR,CHATELAUDREN PLOUAGAT,PU,132,"11,5"
0220008P,COLLEGE VICTOR VASARELY,RENNES,COTES D'ARMOR,LE MENE,PU,43,"11,9"
0220015X,COLLEGE THALASSA,RENNES,COTES D'ARMOR,ERQUY,PU,37,"10,9"
0220029M,COLLEGE PAUL SEBILLOT,RENNES,COTES D'ARMOR,MATIGNON,PU,47,"10,8"
0220032R,COLLEGE PAUL ELUARD,RENNES,COTES D'ARMOR,GUERLEDAN,PU,49,"11,2"
0220038X,COLLEGE FRANCOIS RENE DE CHATEAUBRIAND,RENNES,COTES D'ARMOR,PLANCOET,PU,101,"10,3"
0220040Z,COLLEGE LOUIS DE CHAPPEDELAINE,RENNES,COTES D'ARMOR,PLENEE JUGON,PU,76,"11,1"
0220045E,COLLEGE FRANCOIS-MARIE LUZEL,RENNES,COTES D'ARMOR,PLOUARET,PU,42,"9,8"
0220046F,COLLEGE LA GAUTRAIS,RENNES,COTES D'ARMOR,PLOUASNE,PU,44,"10,6"
0220047G,COLLEGE DU VAL DE RANCE,RENNES,COTES D'ARMOR,PLOUER SUR RANCE,PU,154,"11,5"
0220054P,COLLEGE JEAN RACINE,RENNES,COTES D'ARMOR,SAINT BRIEUC,PU,104,"11,0"
0220063Z,COLLEGE CAMILLE CLAUDEL,RENNES,COTES D'ARMOR,SAINT QUAY PORTRIEUX,PU,96,"11,3"
0220073K,COLLEGE ERNEST RENAN,RENNES,COTES D'ARMOR,TREGUIER,PU,118,"11,2"
0220081U,COLLEGE ROGER VERCEL,RENNES,COTES D'ARMOR,DINAN,PU,93,"11,7"
0220082V,COLLEGE CHARLES LE GOFFIC,RENNES,COTES D'ARMOR,LANNION,PU,98,"13,1"
0220098M,COLLEGE PRIVE NOTRE-DAME,RENNES,COTES D'ARMOR,GUINGAMP,PR,151,"12,2"
0220104U,COLLEGE PRIVE ST JOSEPH - BOSSUET,RENNES,COTES D'ARMOR,LANNION,PR,220,"12,3"
0220134B,COLLEGE PRIVE ST PIERRE,RENNES,COTES D'ARMOR,PLERIN,PR,74,"13,3"
0220136D,COLLEGE PRIVE NOTRE DAME D'ESPERANCE,RENNES,COTES D'ARMOR,BROONS,PR,40,"10,7"
0220140H,COLLEGE PRIVE SAINTE ANNE-SAINT JOACHIM,RENNES,COTES D'ARMOR,EVRAN,PR,31,"11,1"
0220142K,COLLEGE PRIVE SACRE COEUR,RENNES,COTES D'ARMOR,LAMBALLE,PR,211,"13,6"
0220144M,COLLEGE PRIVE NOTRE DAME,RENNES,COTES D'ARMOR,LANVOLLON,PR,47,"11,6"
0220149T,COLLEGE PRIVE ST NICOLAS,RENNES,COTES D'ARMOR,MERDRIGNAC,PR,25,"11,8"
0220150U,COLLEGE PRIVE ST JOSEPH,RENNES,COTES D'ARMOR,GUERLEDAN,PR,30,"10,4"
0220151V,COLLEGE PRIVE ST JOSEPH,RENNES,COTES D'ARMOR,PAIMPOL,PR,66,"9,8"
0220157B,COLLEGE PRIVE ST PIERRE,RENNES,COTES D'ARMOR,PLOEUC L HERMITAGE,PR,41,"13,8"
0220158C,COLLEGE PRIVE STE ANNE-ST JOSEPH,RENNES,COTES D'ARMOR,PLENEUF VAL ANDRE,PR,71,"11,4"
0220161F,COLLEGE PRIVE ST STANISLAS,RENNES,COTES D'ARMOR,PLOUER SUR RANCE,PR,51,"12,4"
0220162G,COLLEGE PRIVE ST JOSEPH,RENNES,COTES D'ARMOR,PLOUGUENAST LANGAST,PR,43,"10,5"
0220167M,COLLEGE PRIVE NOTRE DAME DE LA CLARTE,RENNES,COTES D'ARMOR,PERROS GUIREC,PR,36,"12,5"
0220172T,COLLEGE PRIVE STE MARIE,RENNES,COTES D'ARMOR,SAINT BRIEUC,PR,59,"10,7"
0220176X,COLLEGE PRIVE STELLA MARIS,RENNES,COTES D'ARMOR,SAINT QUAY PORTRIEUX,PR,33,"11,6"
0220177Y,COLLEGE PRIVE ST YVES,RENNES,COTES D'ARMOR,TREGUIER,PR,28,"11,0"
0220184F,COLLEGE JEAN MACE,RENNES,COTES D'ARMOR,SAINT BRIEUC,PU,86,"10,0"
0220185G,COLLEGE ANATOLE LE BRAZ,RENNES,COTES D'ARMOR,SAINT BRIEUC,PU,107,"12,0"
